stream,study_hours,attendance,sleep_hours,internet_usage,mathematics,physics,chemistry,biology,computer_science,english,previous_score,exam_score,strongest_subject,recommended_career,performance_level,attendance_status
Biology,8.2,93,8.4,1.5,87,85,98,90,0,95,91.0,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,1.9,38,4.6,7.5,31,35,22,39,0,32,31.8,15.35,Biology,Biotechnologist,Needs Improvement,Shortage
Biology,1.7,63,6.2,6.7,56,53,41,50,0,45,49.0,37.58,Mathematics,Actuary,Needs Improvement,Shortage
Computer Science,0.8,42,4.0,9.1,40,26,33,0,30,31,32.0,10.17,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,3.4,60,7.0,5.4,59,64,58,0,70,78,65.8,61.94,English,Journalist,Average,Shortage
Biology,3.2,62,7.3,5.6,75,58,61,64,0,72,66.0,59.94,Mathematics,Data Scientist,Average,Shortage
Biology,6.2,80,7.9,2.1,83,74,79,77,0,84,79.4,87.06,English,Journalist,Excellent,Eligible
Computer Science,7.1,90,7.4,1.9,88,87,86,0,96,84,88.2,97.63,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Computer Science,1.3,23,5.0,9.1,24,44,40,0,40,46,38.8,25.07,English,Lawyer,Needs Improvement,Shortage
Biology,3.2,67,6.3,6.6,40,60,48,31,0,55,46.8,43.27,Physics,Mechanical Engineer,Needs Improvement,Shortage
Biology,4.1,65,7.4,3.8,71,72,70,59,0,62,66.8,63.25,Physics,Aerospace Engineer,Average,Shortage
Biology,8.5,98,7.7,2.1,97,90,89,96,0,88,92.0,100.0,Mathematics,Actuary,Excellent,Eligible
Biology,4.6,61,6.6,4.4,74,66,75,52,0,67,66.8,67.2,Chemistry,Chemical Engineer,Average,Shortage
Computer Science,3.5,77,7.2,4.4,51,56,48,0,75,51,56.2,57.04,Computer Science,Cybersecurity Analyst,Average,Eligible
Biology,9.2,90,7.9,1.0,92,96,87,96,0,92,92.6,100.0,Physics,Mechanical Engineer,Excellent,Eligible
Biology,3.6,71,6.9,4.4,53,54,73,66,0,73,63.8,61.62,Chemistry,Materials Scientist,Average,Shortage
Computer Science,3.3,78,6.1,4.4,60,69,51,0,58,54,58.4,58.97,Physics,Mechanical Engineer,Average,Eligible
Biology,3.6,76,6.1,3.9,71,54,51,55,0,52,56.6,56.04,Mathematics,Actuary,Average,Eligible
Biology,4.8,76,7.4,4.2,69,73,53,69,0,74,67.6,72.47,English,Lawyer,Good,Eligible
Computer Science,5.3,79,8.0,3.8,86,82,83,0,80,82,82.6,85.03,Mathematics,Actuary,Excellent,Eligible
Biology,8.7,94,8.2,1.5,86,97,90,96,0,86,91.0,100.0,Physics,Mechanical Engineer,Excellent,Eligible
Computer Science,4.6,73,5.6,5.5,55,50,51,0,71,59,57.2,55.99,Computer Science,Cybersecurity Analyst,Average,Shortage
Computer Science,6.2,80,6.9,3.9,77,82,68,0,85,83,79.0,82.33,Computer Science,AI Engineer,Good,Eligible
Computer Science,2.5,46,6.2,6.8,36,37,52,0,51,64,48.0,37.86,English,Journalist,Needs Improvement,Shortage
Biology,3.8,62,7.4,4.6,61,51,74,74,0,72,66.4,63.85,Chemistry,Chemical Engineer,Average,Shortage
Biology,3.2,64,7.3,4.0,63,55,67,60,0,78,64.6,60.0,English,Lawyer,Average,Shortage
Biology,6.4,77,7.0,3.7,78,75,86,87,0,77,80.6,87.19,Biology,Microbiologist,Excellent,Eligible
Computer Science,3.2,63,4.6,7.9,32,45,53,0,60,41,46.2,39.0,Computer Science,AI Engineer,Needs Improvement,Shortage
Biology,8.7,98,8.2,1.6,97,95,87,90,0,94,92.6,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,9.9,98,7.3,2.1,93,88,100,86,0,83,90.0,99.43,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,5.4,82,7.8,2.2,90,83,79,0,79,79,82.0,85.6,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,4.2,81,7.3,4.8,57,62,64,0,58,73,62.8,66.57,English,Journalist,Average,Eligible
Biology,4.7,67,6.7,5.7,56,65,49,72,0,70,62.4,58.37,Biology,Biotechnologist,Average,Shortage
Computer Science,3.1,68,7.3,5.5,62,59,58,0,64,60,60.6,57.49,Computer Science,AI Engineer,Average,Shortage
Computer Science,4.5,64,6.4,3.9,50,75,65,0,67,63,64.0,61.37,Physics,Aerospace Engineer,Average,Shortage
Biology,2.9,54,4.9,7.9,38,47,38,53,0,37,42.6,29.48,Biology,Doctor,Needs Improvement,Shortage
Computer Science,3.1,60,7.1,4.7,54,52,65,0,73,72,63.2,59.67,Computer Science,AI Engineer,Average,Shortage
Computer Science,6.6,87,7.4,2.9,70,75,79,0,81,74,75.8,84.15,Computer Science,AI Engineer,Good,Eligible
Computer Science,7.3,93,7.6,2.2,90,90,89,0,99,90,91.6,98.29,Computer Science,AI Engineer,Excellent,Eligible
Biology,3.9,79,6.1,4.5,66,71,67,61,0,70,67.0,62.7,Physics,Aerospace Engineer,Average,Eligible
Computer Science,9.8,95,8.1,1.1,88,91,96,0,89,88,90.4,100.0,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,5.1,83,7.6,3.1,89,83,74,0,72,70,77.6,83.95,Mathematics,Financial Analyst,Good,Eligible
Biology,4.7,65,6.5,3.3,57,56,71,56,0,65,61.0,57.02,Chemistry,Forensic Scientist,Average,Shortage
Biology,7.3,91,8.1,2.2,98,88,93,90,0,91,92.0,97.11,Mathematics,Actuary,Excellent,Eligible
Computer Science,2.5,60,4.7,5.4,55,57,32,0,51,63,51.6,42.27,English,Teacher,Needs Improvement,Shortage
Biology,9.4,100,7.7,2.4,85,98,89,99,0,89,92.0,100.0,Biology,Biotechnologist,Excellent,Eligible
Computer Science,3.2,63,7.4,4.7,75,68,67,0,55,70,67.0,62.66,Mathematics,Statistician,Average,Shortage
Biology,8.7,91,7.8,2.0,94,95,96,88,0,88,92.2,100.0,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,3.6,63,6.2,4.0,50,70,67,75,0,80,68.4,61.83,English,Content Writer,Average,Shortage
Computer Science,4.4,65,5.5,4.7,51,69,50,0,64,54,57.6,53.47,Physics,Electrical Engineer,Average,Shortage
Biology,1.5,54,6.1,5.4,34,48,36,35,0,55,41.6,31.83,English,Lawyer,Needs Improvement,Shortage
Computer Science,3.4,69,5.9,5.7,59,69,62,0,55,66,62.2,59.76,Physics,Research Scientist,Average,Shortage
Computer Science,4.3,74,6.0,4.0,64,55,67,0,56,68,62.0,59.24,English,Lawyer,Average,Shortage
Computer Science,6.5,75,7.5,2.1,73,75,86,0,90,76,80.0,88.77,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,2.3,48,5.8,6.4,47,59,52,50,0,48,51.2,41.73,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,3.9,62,6.7,3.8,75,52,68,0,74,70,67.8,62.36,Mathematics,Financial Analyst,Average,Shortage
Biology,5.6,86,7.0,3.0,89,79,79,75,0,69,78.2,85.46,Mathematics,Actuary,Excellent,Eligible
Biology,2.0,51,5.8,7.1,30,60,40,54,0,35,43.8,33.43,Physics,Aerospace Engineer,Needs Improvement,Shortage
Computer Science,3.1,62,6.1,4.8,60,52,62,0,74,55,60.6,54.51,Computer Science,Cybersecurity Analyst,Average,Shortage
Computer Science,1.3,43,5.3,8.2,21,22,18,0,39,44,28.8,14.91,English,Lawyer,Needs Improvement,Shortage
Biology,5.2,90,6.7,2.3,82,78,87,90,0,84,84.2,86.93,Biology,Biotechnologist,Excellent,Eligible
Computer Science,2.3,57,6.3,7.2,40,48,36,0,36,36,39.2,26.91,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,6.2,83,7.6,3.0,80,70,72,0,70,66,71.6,77.96,Mathematics,Statistician,Good,Eligible
Computer Science,6.6,82,7.9,2.4,72,71,87,0,89,75,78.8,85.02,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,4.9,65,7.1,3.0,66,68,64,0,57,64,63.8,62.75,Physics,Mechanical Engineer,Average,Shortage
Computer Science,3.4,66,6.1,4.9,71,66,74,0,76,68,71.0,63.03,Computer Science,Software Engineer,Average,Shortage
Computer Science,4.3,63,6.7,3.0,50,62,55,0,56,73,59.2,57.0,English,Content Writer,Average,Shortage
Computer Science,4.0,64,7.4,4.7,56,73,75,0,73,71,69.6,70.99,Chemistry,Pharmacist,Good,Shortage
Biology,5.0,89,7.2,2.7,89,71,69,75,0,71,75.0,79.15,Mathematics,Financial Analyst,Good,Eligible
Computer Science,9.4,98,7.1,2.5,99,94,98,0,99,90,96.0,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,4.9,79,6.1,3.8,57,53,48,0,62,51,54.2,54.28,Computer Science,AI Engineer,Average,Eligible
Computer Science,7.6,88,7.2,2.4,91,91,86,0,92,87,89.4,97.15,Computer Science,AI Engineer,Excellent,Eligible
Computer Science,1.6,40,5.1,8.8,27,44,36,0,39,23,33.8,16.07,Physics,Research Scientist,Needs Improvement,Shortage
Biology,7.7,94,7.6,0.9,93,93,87,89,0,93,91.0,100.0,Mathematics,Actuary,Excellent,Eligible
Biology,2.0,58,4.9,6.8,46,39,46,31,0,35,39.4,26.36,Mathematics,Statistician,Needs Improvement,Shortage
Biology,1.9,51,4.9,6.0,51,45,34,52,0,49,46.2,30.31,Biology,Microbiologist,Needs Improvement,Shortage
Biology,4.0,67,5.6,4.6,73,53,65,72,0,61,64.8,59.52,Mathematics,Statistician,Average,Shortage
Biology,2.0,54,6.2,6.6,42,49,57,36,0,49,46.6,36.31,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Computer Science,3.5,70,6.0,4.3,58,50,56,0,54,59,55.4,49.29,English,Journalist,Needs Improvement,Shortage
Biology,9.9,97,7.8,1.2,98,90,99,97,0,82,93.2,100.0,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,5.2,87,7.7,2.6,77,74,79,0,71,76,75.4,82.51,Chemistry,Chemical Engineer,Good,Eligible
Computer Science,2.5,67,5.4,7.9,37,44,54,0,35,45,43.0,34.84,Chemistry,Materials Scientist,Needs Improvement,Shortage
Biology,4.9,73,6.8,3.0,53,75,52,67,0,80,65.4,61.09,English,Teacher,Average,Shortage
Biology,6.9,80,7.9,2.2,88,70,74,71,0,72,75.0,79.68,Mathematics,Actuary,Good,Eligible
Biology,7.5,97,7.5,0.8,86,93,89,94,0,89,90.2,100.0,Biology,Biomedical Researcher,Excellent,Eligible
Biology,6.1,78,7.3,3.7,73,81,75,83,0,74,77.2,82.95,Biology,Microbiologist,Good,Eligible
Biology,3.1,65,5.8,3.8,72,65,69,73,0,64,68.6,64.37,Biology,Doctor,Average,Shortage
Biology,3.4,62,6.5,3.2,52,73,56,66,0,69,63.2,54.85,Physics,Mechanical Engineer,Average,Shortage
Computer Science,4.4,76,7.4,5.1,74,63,71,0,57,80,69.0,70.55,English,Content Writer,Good,Eligible
Biology,2.7,65,5.1,6.8,39,53,30,39,0,48,41.8,38.29,Physics,Mechanical Engineer,Needs Improvement,Shortage
Biology,3.1,74,5.9,3.6,54,53,71,63,0,66,61.4,56.51,Chemistry,Materials Scientist,Average,Shortage
Computer Science,7.0,90,7.3,1.8,95,94,87,0,89,94,91.8,100.0,Mathematics,Statistician,Excellent,Eligible
Biology,3.5,72,7.2,4.3,58,74,53,63,0,72,64.0,59.21,Physics,Aerospace Engineer,Average,Shortage
Biology,5.0,70,6.0,3.4,55,68,73,55,0,69,64.0,60.26,Chemistry,Materials Scientist,Average,Shortage
Computer Science,3.0,77,5.7,4.1,52,59,75,0,57,72,63.0,62.37,Chemistry,Pharmacist,Average,Eligible
Biology,7.4,95,7.0,1.7,93,92,86,100,0,92,92.6,100.0,Biology,Doctor,Excellent,Eligible
Biology,6.3,88,7.2,3.7,73,76,84,74,0,86,78.6,89.51,English,Teacher,Excellent,Eligible
Computer Science,4.6,69,6.7,4.7,68,65,54,0,61,51,59.8,59.91,Mathematics,Data Scientist,Average,Shortage
Biology,4.8,78,7.0,3.7,52,56,64,56,0,63,58.2,61.8,Chemistry,Forensic Scientist,Average,Eligible
Computer Science,5.6,82,6.5,3.3,77,87,77,0,87,68,79.2,79.56,Physics,Aerospace Engineer,Good,Eligible
Biology,6.3,87,7.9,2.3,84,87,79,78,0,82,82.0,90.67,Physics,Research Scientist,Excellent,Eligible
Biology,2.1,45,5.6,6.4,39,44,44,30,0,64,44.2,34.64,English,Lawyer,Needs Improvement,Shortage
Biology,9.0,90,8.5,1.5,96,93,86,85,0,80,88.0,95.63,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,3.5,68,5.7,4.4,65,54,51,0,66,63,59.8,53.88,Computer Science,Software Engineer,Average,Shortage
Computer Science,3.8,71,7.1,3.4,65,69,72,0,65,73,68.8,62.66,English,Lawyer,Average,Shortage
Computer Science,8.0,98,8.4,0.6,97,86,96,0,85,89,90.6,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Biology,1.4,41,5.5,9.8,40,19,21,23,0,24,25.4,8.65,Mathematics,Statistician,Needs Improvement,Shortage
Computer Science,5.1,75,7.0,3.4,78,70,83,0,77,67,75.0,78.98,Chemistry,Pharmacist,Good,Eligible
Computer Science,6.5,79,6.5,2.6,77,74,81,0,79,85,79.2,82.88,English,Journalist,Good,Eligible
Computer Science,7.6,100,7.9,2.4,93,88,89,0,98,87,91.0,100.0,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,6.6,86,6.6,3.6,78,87,76,81,0,88,82.0,86.56,English,Journalist,Excellent,Eligible
Biology,3.1,67,7.1,3.8,59,65,66,52,0,65,61.4,55.52,Chemistry,Materials Scientist,Average,Shortage
Biology,8.3,98,7.6,0.6,89,88,90,94,0,90,90.2,100.0,Biology,Doctor,Excellent,Eligible
Computer Science,8.0,93,7.6,1.6,86,93,98,0,99,85,92.2,100.0,Computer Science,AI Engineer,Excellent,Eligible
Computer Science,3.2,71,7.3,4.3,53,58,73,0,50,67,60.2,54.04,Chemistry,Materials Scientist,Average,Shortage
Biology,3.6,67,6.7,4.8,72,64,69,51,0,66,64.4,59.98,Mathematics,Statistician,Average,Shortage
Biology,6.9,82,6.8,2.5,78,87,85,83,0,80,82.6,87.77,Physics,Mechanical Engineer,Excellent,Eligible
Computer Science,4.1,71,6.9,5.2,61,55,66,0,59,56,59.4,53.66,Chemistry,Pharmacist,Average,Shortage
Computer Science,4.3,67,6.9,5.2,60,53,61,0,68,63,61.0,60.6,Computer Science,Software Engineer,Average,Shortage
Biology,9.8,98,8.5,2.1,93,90,100,92,0,90,93.0,100.0,Chemistry,Pharmacist,Excellent,Eligible
Biology,1.6,40,5.5,9.6,41,23,37,30,0,23,30.8,12.18,Mathematics,Statistician,Needs Improvement,Shortage
Computer Science,5.4,82,6.8,2.8,78,73,87,0,84,76,79.6,81.49,Chemistry,Materials Scientist,Good,Eligible
Computer Science,3.2,82,6.7,5.8,63,58,53,0,69,55,59.6,58.9,Computer Science,Machine Learning Engineer,Average,Eligible
Computer Science,5.4,81,7.6,2.2,81,75,86,0,77,87,81.2,83.49,English,Lawyer,Good,Eligible
Computer Science,5.7,79,6.8,2.8,85,81,90,0,73,66,79.0,83.21,Chemistry,Pharmacist,Good,Eligible
Biology,2.4,58,4.6,5.8,60,51,55,41,0,42,49.8,35.66,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,2.8,41,5.1,5.3,33,41,36,40,0,48,39.6,27.54,English,Content Writer,Needs Improvement,Shortage
Computer Science,2.4,58,6.0,8.0,33,35,59,0,56,59,48.4,35.37,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,3.0,69,5.5,5.2,43,52,38,0,34,40,41.4,35.55,Physics,Research Scientist,Needs Improvement,Shortage
Biology,3.9,79,6.4,4.4,66,74,56,53,0,77,65.2,64.63,English,Journalist,Average,Eligible
Biology,3.9,60,6.8,5.8,75,60,59,51,0,71,63.2,59.71,Mathematics,Financial Analyst,Average,Shortage
Computer Science,8.1,92,7.4,1.7,96,85,92,0,88,82,88.6,99.4,Mathematics,Actuary,Excellent,Eligible
Biology,6.3,80,7.5,3.8,75,86,70,86,0,67,76.8,82.64,Physics,Electrical Engineer,Good,Eligible
Biology,9.7,100,8.5,0.8,86,92,83,96,0,92,89.8,98.74,Biology,Biomedical Researcher,Excellent,Eligible
Biology,4.5,67,6.0,5.3,68,69,48,59,0,58,60.4,57.37,Physics,Research Scientist,Average,Shortage
Computer Science,7.5,100,7.0,0.5,94,86,92,0,89,80,88.2,99.11,Mathematics,Data Scientist,Excellent,Eligible
Biology,9.5,89,8.2,1.9,98,95,92,99,0,93,95.4,100.0,Biology,Biotechnologist,Excellent,Eligible
Computer Science,5.4,88,7.0,2.2,77,73,83,0,71,87,78.2,84.4,English,Teacher,Good,Eligible
Computer Science,4.5,81,5.7,4.1,59,56,50,0,70,66,60.2,61.57,Computer Science,AI Engineer,Average,Eligible
Computer Science,6.5,79,7.2,3.3,71,86,78,0,76,72,76.6,82.55,Physics,Electrical Engineer,Good,Eligible
Computer Science,7.5,93,7.8,1.8,94,94,96,0,97,84,93.0,100.0,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,4.9,82,6.2,3.6,66,50,48,0,76,55,59.0,63.3,Computer Science,AI Engineer,Average,Eligible
Computer Science,8.5,99,7.2,0.9,85,97,82,0,89,92,89.0,99.8,Physics,Research Scientist,Excellent,Eligible
Computer Science,1.7,59,5.5,6.7,40,30,56,0,43,65,46.8,34.62,English,Lawyer,Needs Improvement,Shortage
Computer Science,5.9,86,7.9,2.8,86,75,82,0,90,86,83.8,89.01,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,9.9,94,8.1,1.1,89,96,92,100,0,80,91.4,99.18,Biology,Biomedical Researcher,Excellent,Eligible
Computer Science,4.2,75,7.0,3.3,58,53,62,0,75,62,62.0,68.94,Computer Science,Cybersecurity Analyst,Average,Eligible
Computer Science,5.9,88,6.8,2.7,79,75,77,0,79,70,76.0,80.09,Mathematics,Actuary,Good,Eligible
Computer Science,1.4,28,4.2,7.6,36,30,34,0,20,21,28.2,13.11,Mathematics,Actuary,Needs Improvement,Shortage
Biology,9.3,89,7.1,1.4,96,88,98,93,0,87,92.4,99.49,Chemistry,Materials Scientist,Excellent,Eligible
Biology,2.4,54,5.6,7.9,43,56,32,43,0,40,42.8,32.52,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,5.9,90,7.4,3.3,77,77,78,0,70,74,75.2,80.3,Chemistry,Materials Scientist,Good,Eligible
Computer Science,2.9,52,5.5,5.7,37,54,42,0,40,62,47.0,38.13,English,Lawyer,Needs Improvement,Shortage
Computer Science,3.2,79,6.6,5.9,53,58,58,0,53,69,58.2,56.45,English,Teacher,Average,Eligible
Biology,6.5,75,7.0,2.5,90,81,83,74,0,69,79.4,81.28,Mathematics,Financial Analyst,Good,Eligible
Biology,7.8,98,7.3,1.5,88,98,84,96,0,80,89.2,96.9,Physics,Research Scientist,Excellent,Eligible
Computer Science,6.4,85,7.1,3.6,90,72,71,0,83,74,78.0,90.07,Mathematics,Actuary,Excellent,Eligible
Computer Science,0.5,25,4.6,7.4,42,17,41,0,36,38,34.8,21.44,Mathematics,Data Scientist,Needs Improvement,Shortage
Biology,4.6,78,6.5,5.7,58,70,49,63,0,67,61.4,63.74,Physics,Electrical Engineer,Average,Eligible
Computer Science,3.4,64,6.1,5.5,68,72,54,0,60,75,65.8,60.24,English,Journalist,Average,Shortage
Computer Science,4.7,64,6.3,3.7,63,56,57,0,72,73,64.2,62.79,English,Journalist,Average,Shortage
Computer Science,3.6,72,7.1,3.6,66,75,53,0,64,63,64.2,62.72,Physics,Electrical Engineer,Average,Shortage
Computer Science,3.2,48,5.6,6.9,37,53,42,0,40,65,47.4,37.78,English,Content Writer,Needs Improvement,Shortage
Biology,2.8,53,6.3,5.6,51,33,49,48,0,50,46.2,34.07,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,3.1,73,7.1,5.8,73,74,68,70,0,50,67.0,63.0,Physics,Mechanical Engineer,Average,Shortage
Computer Science,9.4,97,7.4,0.9,91,86,82,0,86,83,85.6,97.44,Mathematics,Statistician,Excellent,Eligible
Biology,3.3,68,7.3,4.5,65,63,64,58,0,79,65.8,63.04,English,Teacher,Average,Shortage
Biology,3.7,81,6.1,5.7,74,59,67,75,0,72,69.4,68.94,Biology,Microbiologist,Average,Eligible
Biology,3.3,63,7.2,5.8,70,73,69,73,0,56,68.2,62.35,Physics,Aerospace Engineer,Average,Shortage
Biology,4.6,62,6.9,5.9,62,62,57,68,0,65,62.8,61.97,Biology,Microbiologist,Average,Shortage
Computer Science,3.1,52,5.5,6.1,43,35,41,0,41,41,40.2,27.25,Mathematics,Actuary,Needs Improvement,Shortage
Biology,3.4,71,6.4,5.1,64,62,60,63,0,76,65.0,59.5,English,Teacher,Average,Shortage
Computer Science,3.1,48,5.9,7.6,46,54,51,0,62,62,55.0,43.17,Computer Science,AI Engineer,Needs Improvement,Shortage
Biology,6.3,87,7.5,2.3,72,71,76,82,0,77,75.6,85.55,Biology,Biomedical Researcher,Excellent,Eligible
Computer Science,2.9,55,6.1,6.2,44,43,58,0,51,37,46.6,35.58,Chemistry,Pharmacist,Needs Improvement,Shortage
Biology,1.5,49,5.5,6.6,31,44,58,34,0,41,41.6,29.81,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,9.3,92,7.9,1.7,95,89,90,0,90,86,90.0,98.68,Mathematics,Financial Analyst,Excellent,Eligible
Biology,9.6,93,7.7,2.4,86,88,83,89,0,95,88.2,99.81,English,Teacher,Excellent,Eligible
Biology,2.6,46,6.2,7.4,45,47,39,45,0,40,43.2,31.76,Physics,Mechanical Engineer,Needs Improvement,Shortage
Computer Science,3.6,76,7.5,3.5,53,67,54,0,61,70,61.0,61.54,English,Content Writer,Average,Eligible
Biology,3.8,80,6.8,4.1,65,61,51,62,0,58,59.4,55.11,Mathematics,Data Scientist,Average,Eligible
Biology,6.5,87,6.5,3.5,82,85,70,83,0,85,81.0,87.53,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,3.1,63,5.6,7.6,49,35,36,0,61,63,48.8,42.74,English,Content Writer,Needs Improvement,Shortage
Biology,9.1,94,7.9,1.6,98,100,95,94,0,87,94.8,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,0.5,32,3.9,8.6,23,23,33,0,33,44,31.2,12.66,English,Teacher,Needs Improvement,Shortage
Biology,3.4,57,6.2,5.6,46,31,45,33,0,50,41.0,30.71,English,Journalist,Needs Improvement,Shortage
Biology,6.3,75,7.0,3.7,85,80,88,72,0,88,82.6,90.21,Chemistry,Materials Scientist,Excellent,Eligible
Computer Science,6.2,83,7.0,2.2,72,79,90,0,79,70,78.0,83.34,Chemistry,Chemical Engineer,Good,Eligible
Biology,6.9,77,7.1,3.7,78,70,75,84,0,84,78.2,80.8,Biology,Biomedical Researcher,Good,Eligible
Computer Science,5.9,87,7.9,2.6,87,70,87,0,71,68,76.6,83.93,Mathematics,Financial Analyst,Good,Eligible
Computer Science,8.6,88,7.1,1.8,86,85,87,0,90,88,87.2,97.67,Computer Science,Machine Learning Engineer,Excellent,Eligible
Biology,1.8,40,5.4,6.1,46,38,50,41,0,47,44.4,32.05,Chemistry,Pharmacist,Needs Improvement,Shortage
Biology,3.6,61,6.1,3.1,68,73,69,74,0,53,67.4,63.01,Biology,Microbiologist,Average,Shortage
Biology,4.6,78,5.8,3.6,68,72,64,63,0,54,64.2,66.78,Physics,Electrical Engineer,Average,Eligible
Biology,7.6,100,7.9,0.7,99,93,87,98,0,93,94.0,100.0,Mathematics,Actuary,Excellent,Eligible
Biology,0.9,41,5.5,9.1,22,26,21,21,0,40,26.0,8.46,English,Lawyer,Needs Improvement,Shortage
Biology,4.9,67,6.6,4.0,68,60,66,51,0,79,64.8,62.58,English,Teacher,Average,Shortage
Computer Science,6.0,88,6.7,2.2,75,85,87,0,78,70,79.0,86.28,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,9.9,94,8.5,2.5,96,92,96,88,0,95,93.4,100.0,Mathematics,Statistician,Excellent,Eligible
Biology,8.2,93,7.0,0.7,91,98,90,92,0,80,90.2,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,1.7,61,5.5,6.9,34,43,57,0,39,42,43.0,36.74,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Computer Science,5.7,76,6.5,2.1,84,88,89,0,74,85,84.0,87.79,Chemistry,Pharmacist,Excellent,Eligible
Biology,5.4,90,7.9,2.5,86,88,83,90,0,76,84.6,92.03,Biology,Microbiologist,Excellent,Eligible
Biology,8.6,96,7.6,2.3,88,92,100,100,0,89,93.8,100.0,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,4.3,82,5.8,4.8,52,53,56,0,59,55,55.0,57.84,Computer Science,Machine Learning Engineer,Average,Eligible
Biology,6.4,76,7.9,2.4,83,74,87,83,0,82,81.8,88.49,Chemistry,Materials Scientist,Excellent,Eligible
Computer Science,4.1,73,6.4,3.8,74,65,53,0,64,52,61.6,60.54,Mathematics,Statistician,Average,Shortage
Computer Science,5.0,73,5.7,4.9,59,64,69,0,70,57,63.8,60.02,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,3.3,75,5.5,4.2,63,68,70,64,0,54,63.8,66.12,Chemistry,Pharmacist,Average,Eligible
Biology,6.1,86,7.8,2.5,76,71,89,89,0,71,79.2,87.12,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,1.1,47,4.3,8.1,27,24,21,0,33,44,29.8,11.31,English,Journalist,Needs Improvement,Shortage
Computer Science,7.7,90,7.8,2.1,98,97,82,0,95,86,91.6,99.34,Mathematics,Data Scientist,Excellent,Eligible
Biology,1.0,42,3.7,8.4,25,34,27,22,0,39,29.4,9.31,English,Content Writer,Needs Improvement,Shortage
Biology,5.7,90,6.7,2.7,88,79,80,75,0,73,79.0,81.59,Mathematics,Financial Analyst,Good,Eligible
Biology,4.7,71,7.3,3.4,51,58,55,51,0,55,54.0,51.84,Physics,Mechanical Engineer,Average,Shortage
Computer Science,3.1,81,6.7,5.3,59,72,65,0,64,65,65.0,66.85,Physics,Research Scientist,Average,Eligible
Computer Science,6.7,77,7.8,2.3,88,71,77,0,81,88,81.0,88.2,Mathematics,Statistician,Excellent,Eligible
Biology,4.9,69,7.1,3.9,55,69,56,51,0,52,56.6,54.66,Physics,Aerospace Engineer,Average,Shortage
Biology,7.0,100,8.2,2.0,87,94,93,100,0,93,93.4,100.0,Biology,Doctor,Excellent,Eligible
Biology,3.3,70,6.0,5.9,73,64,63,56,0,71,65.4,59.03,Mathematics,Actuary,Average,Shortage
